"ID","فرع البنك","نوع التمويل","تصنيف التمويل","قطاع العميل","قيمة التمويل","قيمة القسط","تاريخ الصرف","جنس العميل","عمرالعميل","الحالة الاجتماعية","احتياجات خاصة","عدد افراد الاسرة","قرض ادخاري","قيمة الدخل"
"3248.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3249.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3250.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3251.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3252.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3253.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3254.0","الرياض","مشروع","ناشيء","NULL","172000.0",">= 1000","2019/01","FEMALE","< 30","أعزب","لا","< 02","لا","< 5000"
"3255.0","الرياض","مشروع","عربات البيع","NULL","167000.0",">= 1000","2019/01","MALE","< 30","أعزب","لا","< 02","لا","< 5000"
"3256.0","الرياض","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا","< 02","لا",">= 10000"
"3257.0","الرياض","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا","< 02","لا","< 5000"
"3258.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/01","FEMALE",">= 40","أرمل","لا",">= 02","لا",">= 10000"
"3259.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/01","FEMALE",">= 40","أرمل","لا",">= 02","لا","< 5000"
"3260.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 30","مطلق","لا",">= 02","لا","< 5000"
"3261.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 30","مطلق","لا",">= 02","لا",">= 7500"
"3262.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3263.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3264.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3265.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3266.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3267.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3268.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"3269.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3270.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3271.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 10000"
"3272.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم","< 5000"
"3273.0","المدينة","إجتماعي","زواج","NULL","48000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3274.0","المدينة","إجتماعي","زواج","NULL","48000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3275.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3276.0","الرياض","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3277.0","ينبع","إجتماعي","أسرة","موظف حكومي","60000.0",">= 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3278.0","ينبع","إجتماعي","أسرة","موظف حكومي","60000.0","< 1000","2019/01","MALE",">= 40","متزوج","لا",">= 05","لا",">= 7500"
"3279.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 05","لا","< 5000"
"3280.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 05","لا",">= 10000"
"3281.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3282.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 05","لا","< 5000"
"3283.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 05","لا",">= 7500"
"3284.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3285.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3286.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3287.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3288.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/01","MALE",">= 40","متزوج","لا",">= 05","لا",">= 7500"
"3289.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/01","MALE",">= 40","متزوج","لا",">= 05","لا","< 5000"
"3290.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3291.0","المدينة","إجتماعي","زواج","موظف حكومي","36000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3292.0","المدينة","إجتماعي","أسرة","موظف حكومي","18000.0","< 1000","2019/02","FEMALE",">= 40","مطلق","لا",">= 02","لا",">= 5000"
"3293.0","المدينة","إجتماعي","زواج","موظف حكومي","18000.0","< 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"3294.0","ينبع","إجتماعي","أسرة","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 05","لا",">= 10000"
"3295.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3296.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3297.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3298.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3299.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/01","FEMALE",">= 40","أرمل","لا",">= 02","لا","< 5000"
"3300.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/01","FEMALE",">= 40","أرمل","لا",">= 02","لا","< 5000"
"3301.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3302.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3303.0","المدينة","إجتماعي","زواج","موظف شركة حكومية","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"3304.0","المدينة","إجتماعي","زواج","NULL","54000.0","< 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3305.0","المدينة","إجتماعي","زواج","NULL","54000.0","< 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3306.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3307.0","المدينة","إجتماعي","زواج","موظف حكومي","18000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3308.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3309.0","المدينة","إجتماعي","أسرة","NULL","60000.0","< 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 05","لا",">= 10000"
"3310.0","المدينة","إجتماعي","أسرة","NULL","60000.0","< 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 05","لا","< 5000"
"3311.0","المدينة","إجتماعي","زواج","موظف حكومي","18000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3312.0","المدينة","إجتماعي","زواج","NULL","54000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3313.0","المدينة","إجتماعي","زواج","NULL","54000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3314.0","المدينة","إجتماعي","أسرة","NULL","36000.0","< 1000","2019/02","MALE",">= 60","متزوج","لا",">= 02","لا",">= 7500"
"3315.0","المدينة","إجتماعي","أسرة","NULL","36000.0","< 1000","2019/02","MALE",">= 60","متزوج","لا",">= 02","لا","< 5000"
"3316.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 05","نعم",">= 7500"
"3317.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 05","نعم",">= 5000"
"3318.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3319.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 02","لا","< 5000"
"3320.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 02","لا",">= 7500"
"3321.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3322.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3323.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","نعم",">= 5000"
"3324.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3325.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3326.0","الرياض","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3327.0","الرياض","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3328.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3329.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3330.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3331.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3332.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3333.0","المدينة","إجتماعي","زواج","موظف حكومي","30000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3334.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3335.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 02","لا","< 5000"
"3336.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 02","لا",">= 10000"
"3337.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3338.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3339.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3340.0","المدينة","إجتماعي","زواج","موظف حكومي","18000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3341.0","المدينة","إجتماعي","أسرة","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3342.0","المدينة","إجتماعي","أسرة","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3343.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3344.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3345.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3346.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3347.0","المدينة","إجتماعي","زواج","موظف حكومي","36000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3348.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3349.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3350.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","48000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3351.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","48000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3352.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3353.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3354.0","المدينة","إجتماعي","زواج","موظف شركة حكومية","60000.0","< 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3355.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3356.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3357.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"3358.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"3359.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"3360.0","المدينة","إجتماعي","زواج","موظف حكومي","24000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3361.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3362.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"3363.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"3364.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3365.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3366.0","الرياض","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3367.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3368.0","المدينة","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/02","MALE",">= 60","متزوج","لا",">= 02","لا",">= 10000"
"3369.0","المدينة","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/02","MALE",">= 60","متزوج","لا",">= 02","لا","< 5000"
"3370.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 5000"
"3371.0","المدينة","إجتماعي","أسرة","NULL","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 05","لا",">= 10000"
"3372.0","المدينة","إجتماعي","أسرة","NULL","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 05","لا","< 5000"
"3373.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 05","لا",">= 10000"
"3374.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","36000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3375.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","36000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3376.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","نعم","< 5000"
"3377.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","نعم",">= 10000"
"3378.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 10","لا",">= 10000"
"3379.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3380.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3381.0","المدينة","إجتماعي","زواج","موظف شركة حكومية","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"3382.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 10","لا",">= 5000"
"3383.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"3384.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"3385.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3386.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3387.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3388.0","المدينة","إجتماعي","أسرة","موظف حكومي","18000.0","< 1000","2019/02","MALE",">= 40","متزوج","لا",">= 05","لا",">= 7500"
"3389.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3390.0","المدينة","إجتماعي","زواج","موظف شركة حكومية","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3391.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"3392.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3393.0","المدينة","إجتماعي","زواج","NULL","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3394.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 02","لا",">= 7500"
"3395.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3396.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3397.0","المدينة","إجتماعي","أسرة","متقاعد تأمينات","24000.0","< 1000","2019/01","MALE",">= 60","متزوج","لا",">= 05","لا",">= 10000"
"3398.0","المدينة","إجتماعي","أسرة","متقاعد تأمينات","24000.0","< 1000","2019/01","MALE",">= 60","متزوج","لا",">= 05","لا","< 5000"
"3399.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3400.0","المدينة","إجتماعي","أسرة","NULL","48000.0","< 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 02","لا","< 5000"
"3401.0","المدينة","إجتماعي","أسرة","NULL","48000.0","< 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 02","لا",">= 7500"
"3402.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3403.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3404.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","نعم","< 5000"
"3405.0","المدينة","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","نعم",">= 10000"
"3406.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3407.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3408.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"3409.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"3410.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 30","مطلق","لا",">= 02","لا","< 5000"
"3411.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 30","مطلق","لا",">= 02","لا",">= 5000"
"3412.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"3413.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3414.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 02","نعم","< 5000"
"3415.0","المدينة","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 02","نعم",">= 10000"
"3416.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3417.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3418.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"3419.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"3420.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3421.0","المدينة","إجتماعي","زواج","موظف حكومي","24000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"3422.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 10","نعم",">= 7500"
"3423.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 10","نعم","< 5000"
"3424.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم","< 5000"
"3425.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 10000"
"3426.0","المدينة","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"3427.0","المدينة","إجتماعي","زواج","موظف حكومي","54000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"3428.0","المدينة","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
